Engagements,Followers at Posting,Type,Description,Month,Weekday,Seconds
566014,36515589,Video,@joelembiid spins to the rim for the @sixers! #NBAPlayoffs #NBAonABC,May,Sunday,77282
584415,36515589,Video,@kyle_lowry7 with the pin-point dime to @pskills43 on ABC! #NBAPlayoffs,May,Sunday,77036
566014,36515589,Video,@joelembiid with the swat.. @bensimmons with the slam! #NBAPlayoffs #NBAonABC,May,Sunday,74597
614813,36515589,Video,@joelembiid flushes it home for the @sixers! #NBAPlayoffs (??: #NBAonABC),May,Sunday,73429
577620,36515589,Video,"The @sixers force the turnover! #NBABreakdown ...
??: @raptors/@sixers G4
?: 3:30pm/et ??: #NBAonABC",May,Sunday,63191
458556,36515589,Photo,The @houstonrockets win Game 3 126-121 in overtime & now trail the @warriors 2-1! #NBAPlayoffs,May,Sunday,13123
693948,36515589,Video,@jharden13 triple + floater LATE in OT propels the @houstonrockets to a Game 3 victory! #NBAPlayoffs,May,Sunday,12940
357280,36515589,Photo,Congrats to @jharden13 of the @houstonrockets for moving up to 13th on the #NBAPlayoffs 3PM list as we celebrate @budweiserusa #LegendaryMoments,May,Sunday,10702
432586,36515589,Photo,@money23green has recorded his 6th career #NBAPlayoffs triple-double on #NBAonABC! #NBAPlayoffs,May,Sunday,9935
665500,36515589,Video,@cp3 finds a rolling @ccapela15! #NBAonABC #NBAPlayoffs ??,May,Sunday,9717
767669,36515589,Video,@warriors turn defense into transition offense! #NBAonABC #NBAPlayoffs,May,Sunday,9233
458556,36515589,Photo,Congrats to @easymoneysniper of the @warriors for moving up to 10th on the #NBAPlayoffs SCORING list!,May,Sunday,8603
458556,36515589,Photo,Congrats to @easymoneysniper of the @warriors for moving up to 7th on the #NBAPlayoffs 3PM list!,May,Sunday,6050
729544,36515589,Video,?? @ccapela15 protects the rim! #NBAonABC #NBAPlayoffs ??,May,Sunday,4434
736273,36515589,Video,GAME 3 STARTS NOW! #NBAPlayoffs #NBAonABC,May,Sunday,2744
660220,36490250,Video,"@money23greens defensive rotation leads to a stop! #NBABreakdown .
??: @warriors x @houstonrockets G3
?: 8:30pm/et ??: #NBAonABC",May,Saturday,75914
717900,36490250,Video,"?? STEPH CURRY: ORIGIN STORY ??
...
??: @warriors x @houstonrockets G3
?: 8:30pm/et ??: #NBAonABC",May,Saturday,67346
418531,36490250,Photo,The @warriors look to go up 3-0... while the @houstonrockets look to get on track at home... 8:30pm/et #NBAonABC! #NBAPlayoffs,May,Saturday,53103
358820,36490250,Photo,Join us in wishing @vicoladipo of the @pacers a HAPPY 27th BIRTHDAY! #NBABDAY,May,Saturday,40627
401987,36490250,Photo,The @bucks and @trailblazers (in 4OT!) each take 2-1 series leads in Fridays #NBAPlayoffs action!,May,Saturday,26731
558424,36490250,Video,"@hoodie5 puts the @trailblazers up, through the lens of our slo-mo #PhantomCam! #NBAPlayoffs",May,Saturday,26300
711577,36490250,Video,@3jmccollum scores 18 of his game-high 41 following regulation! #NBAPlayoffs,May,Saturday,25415
711577,36490250,Video,"?? Both teams competed.. we wanted that game bad.. - @3jmccollum, 60 minutes of action. #NBAPlayoffs",May,Saturday,24190
401987,36490250,Photo,The @trailblazers take a 2-1 series lead over @nuggets with a 4OT 140-137 home win... the second 4OT game in #NBAPlayoffs history!,May,Saturday,23978
649110,36490250,Video,@hoodie5 puts the @trailblazers up for good in 4th OT!! #NBAPlayoffs,May,Saturday,22604
657061,36490250,Video,@damianlillard drives to send @nuggets/@trailblazers to a 4th OT! (??: ESPN),May,Saturday,21463
663121,36490250,Video,@paulmillsap4 fades to put @nuggets up 4 in 3OT on ESPN!,May,Saturday,21238
442328,36490250,Photo,Nikola Jokic notches his 3rd triple-double of the #NBAPlayoffs for the @nuggets! #TripleDoubleAlert,May,Saturday,18966
663121,36490250,Video,Late buckets send @nuggets/@trailblazers to OT on ESPN!,May,Saturday,18528
705073,36490250,Video,@damianlillard pulls up from deep for the @trailblazers! #NBAPlayoffs (??: ESPN),May,Saturday,16692
590824,36490250,Video,@jmglitxh27 uses the screen for the @nuggets triple on ESPN! #NBAPlayoffs,May,Saturday,14069
443953,36490250,Photo,The @bucks take 2-1 series lead over @celtics with 123-116 victory in Boston! #NBAPlayoffs,May,Saturday,11497
590824,36490250,Video,@damianlillard gets to the rim for the @trailblazers on ESPN! #NBAPlayoffs,May,Saturday,11163
603577,36490250,Video,@giannis_an34s SWAT sparks the @bucks transition on ESPN!,May,Saturday,6690
787871,36490250,Video,?? Jaylen Brown rises up!,May,Saturday,5850
641761,36490250,Video,@fchwpos block sets up the @foestar13 triple! #NBAPlayoffs (??: ESPN),May,Saturday,3958
864497,36490250,Video,@kyrieirvings going to work on ESPN! #NBAPlayoffs,May,Saturday,3024
939030,36490250,Video,@kyrieirving stops on a dime for the triple! #NBAPlayoffs (??: ESPN),May,Saturday,1541
610631,36463902,Video,"The @celtics and @bucks look to DEFEND! #NBABreakdown
...
?: 8:00pm/et ??: ESPN",May,Friday,78565
318931,36463902,Photo,"?? Logo Lillard Returns Home ??
...
??: @nuggets x @trailblazers G3
?: 10:30pm/et ??: ESPN",May,Friday,69441
375497,36463902,Album,Tonights ESPN #NBAPlayoffs action features two Game 3s!,May,Friday,63702
569232,36463902,Video,@joelembiid throws down the WINDMILL off the drive! #PhantomCam,May,Friday,11527
725349,36463902,Video,?? JIMMY BUTLER Micd Up! ??,May,Friday,9613
787885,36463902,Video,?? JOEL EMBIID ??,May,Friday,9417
710023,36463902,Video,Kawhi Leonard fades for 31 points on ESPN! #NBAPlayoffs,May,Friday,7832
771238,36463902,Video,Kawhi off the dribble with the LEFT! #NBAPlayoffs (??: ESPN),May,Friday,4153
590834,36463902,Video,The @sixers move the ball to find @bensimmons on ESPN! #NBAPlayoffs,May,Friday,3819
557036,36440321,Video,"@joelembiid with the touch-pass! #NBABreakdown
...
??: @raptors/@sixers G3
?: 8:00pm/et ??: ESPN",May,Thursday,74365
605702,36440321,Video,"???? Kawhi: The Origin Story ????
...
??: @raptors/@sixers G3
?: 8:00pm/et ??: ESPN",May,Thursday,66770
329389,36440321,Photo,The @raptors & @sixers each seek a 2-1 series lead! #NBAPlayoffs,May,Thursday,60374
346572,36440321,Photo,Join us in wishing @ygtrece of the @okcthunder a HAPPY 29th BIRTHDAY! #NBABDAY,May,Thursday,57094
349836,36440321,Photo,The @trailblazers even the series 1-1 with @nuggets on 97-90 victory in Denver! #NBAPlayoffs,May,Thursday,13812
725362,36440321,Video,Between the legs!,May,Thursday,9819
603599,36440321,Video,@mbeasy5 punches it home in transition for the @nuggets!,May,Thursday,9125
585445,36440321,Video,The @trailblazers move the ball to find @hoodie5! #NBAPlayoffs (??: @nbaontnt),May,Thursday,7572
538977,36440321,Video,@biggametae & @mbeasy5 showcase their handles for the @nuggets bucket on TNT! #NBAPlayoffs,May,Thursday,6087
715841,36414852,Video,From behind the arc... the Round 1 #MtnDew3PT leaders! #NBAPlayoffs,May,Wednesday,84022
430226,36414852,Video,In @BudweiserUSA #LegendaryMoments history we highlight @billwaltons heroic #NBAFinals MVP performance to secure the @trailblazers 1977 NBA championship! Who do you have in Game 2 tonight@trailblazers or @nuggets?,May,Wednesday,76508
303470,36414852,Photo,"Will the @nuggets take 2-0 series lead, or will the @trailblazers even it up 1-1?",May,Wednesday,59347
417241,36414852,Photo,The @bucks (1-1) and @warriors (2-0) each WIN in Tuesdays #NBAPlayoffs action!,May,Wednesday,27399
417241,36414852,Photo,The @warriors take 2-0 series lead over @houstonrockets with 115-109 home victory! #NBAPlayoffs,May,Wednesday,19058
707912,36414852,Video,@money23green gets the open slam off the @warriors ball movement!,May,Wednesday,17594
678474,36414852,Video,The @warriors move the ball to find @andre! #NBAPlayoffs (??: @nbaontnt),May,Wednesday,12715
351107,36414852,Photo,The @bucks even the series 1-1 with a 123-102 home victory! #NBAPlayoffs,May,Wednesday,9651
713348,36414852,Video,AIR JAYLEN! #NBAPlayoffs (??: @nbaontnt),May,Wednesday,5305
876573,36414852,Video,@kyrieirving fades from the baseline on TNT! #NBAPlayoffs,May,Wednesday,3958
599077,36414852,Video,@alhorford & @giannis_an34 trade EMPHATIC SLAMS on TNT! #NBAPlayoffs,May,Wednesday,3138
353389,36389226,Photo,"3??5??EASY MONEY3??5?? ...
??: @houstonrockets/@warriors G2
?: 10:30pm/et ??: @nbaontnt",April,Tuesday,85442
345013,36389226,Photo,"?? THE BEARD ?? ...
??: @houstonrockets/@warriors G2
?: 10:30pm/et ??: @nbaontnt",April,Tuesday,79878
318676,36389226,Photo,"?? THE GREEK FREAK ??
...
??: @celtics/@bucks G2
?: 8:00pm/et ??: @nbaontnt",April,Tuesday,67254
321234,36389226,Photo,"?? KYRIE IRVING ??
...
??: @celtics/@bucks G2
?: 8:00pm/et ??: @nbaontnt",April,Tuesday,59836
316622,36389226,Album,"In tonights @nbaontnt #NBAPlayoffs action, the @celtics & @warriors each look to go up 2-0... while the @bucks & @houstonrockets look to make it 1-1!",April,Tuesday,54012
326271,36389226,Photo,The @sixers (1-1) and @nuggets (1-0) each win on Monday! #NBAPlayoffs,April,Tuesday,32967
326271,36389226,Photo,The @nuggets take 1-0 series lead over @trailblazers with 121-113 home victory! #NBAPlayoffs,April,Tuesday,19616
819732,36389226,Video,???? GARY HARRIS ????,April,Tuesday,15701
599088,36389226,Video,@damianlillard goes UP & UNDER for the @trailblazers on TNT! #NBAPlayoffs,April,Tuesday,13051
593612,36389226,Video,@damianlillard steps back for the @trailblazers triple! #NBAPlayoffs (??: @nbaontnt),April,Tuesday,11352
656741,36389226,Video,@thats_g_ hangs & finishes on TNT! #NBAPlayoffs,April,Tuesday,10983
599088,36389226,Video,@jimmybutler scores 12 in the 4th to seal @sixers road victory! #NBAPlayoffs,April,Tuesday,9651
314509,36389226,Photo,The @sixers even the series 1-1 with @raptors on 94-89 victory in Toronto! #NBAPlayoffs,April,Tuesday,9526
719942,36389226,Video,The footwork late in the 4th! #NBAPlayoffs,April,Tuesday,9242
262893,36389226,Photo,"Logo Lillard... @damianlillard shot 8/12 from beyond 30 feet in the opening round of the 2019 #NBAPlayoffs! ...
??: @trailblazers/@nuggets G1
?: 10:30pm/et ??: @nbaontnt",April,Tuesday,4187
593612,36389226,Video,@pskills43 spins off the dribble for the @raptors! #NBAPlayoffs (??: @nbaontnt),April,Tuesday,1034
788404,36367250,Video,?? the TOP 3 ASSISTS in the EAST from the opening round of the #NBAPlayoffs! #StateFarmAssists,April,Monday,83385
252955,36367250,Photo,"?? The JOKER ??
...
??: @trailblazers/@nuggets G1
?: 10:30pm/et ??: @nbaontnt",April,Monday,70830
519437,36367250,Video,"?? @damianlillards epic #TissotBuzzerBeater as heard around the ??! #ThisIsYourTime
...
??: @trailblazers/@nuggets G1
?: 10:30pm/et ??: @nbaontnt",April,Monday,64625
204785,36367250,Album,The @sixers & @raptors play Game 2 and the @trailblazers & @nuggets open their series in tonights @nbaontnt action! #NBAPlayoffs,April,Monday,60339
347570,36367250,Photo,The current #NBAPlayoffs bracket!,April,Monday,45129
688432,36367250,Video,A look at the numbers as the @nuggets advanced to the Conference Semis!,April,Monday,21658
333058,36367250,Album,"Joe Borgia, NBA Senior Vice President of Replay & Referee Operations, joined @nbatv to discuss two plays from @houstonrockets/@warriors and what constitutes a foul in cases of defenders closing out on shooters.",April,Monday,10934
455010,36341790,Photo,The @celtics and @warriors each take 1-0 series leads on Sunday!,April,Sunday,85469
735752,36341790,Video,?? the fantastic finish of @houstonrockets/@warriors Game 1! #NBAPlayoffs,April,Sunday,82224
366419,36341790,Photo,The @warriors take a 1-0 series lead over the @houstonrockets with 104-100 home win! #NBAPlayoffs,April,Sunday,81152
735752,36341790,Video,?? Big plays down the stretch from @houstonrockets & @warriors in Game 1! #NBAPlayoffs ??,April,Sunday,80907
728925,36341790,Video,@stephencurry30 in the CLUTCH as @warriors win Game 1! #NBAPlayoffs,April,Sunday,80211
656027,36341790,Video,@easymoneysniper protects the paint for the @warriors! #NBAPlayoffs #NBAonABC,April,Sunday,75984
629197,36341790,Video,Back-to-back @houstonrockets transition threes to tie Game 1 at 53-53 at the half! #NBAPlayoffs #NBAonABC,April,Sunday,74915
338448,36341790,Photo,The @celtics take a 1-0 series lead over the @bucks with 112-90 road victory! #NBAPlayoffs,April,Sunday,70143
573962,36341790,Video,@alhorford protects the paint for the @celtics! #NBAPlayoffs #NBAonABC,April,Sunday,67388
839826,36341790,Video,@kyrieirving goes to work on the block! #NBAPlayoffs #NBAonABC,April,Sunday,63627
347215,36341790,Photo,"Whos your SUPER HERO??
...
#NationalSuperHeroDay
#NBAPlayoffs
#NBAonABC",April,Sunday,56230
343056,36341790,Album,The Conference Semis continue with @celtics/@bucks and @houstonrockets/@warriors series openers! #NBAPlayoffs #NBAonABC,April,Sunday,39790
721556,36341790,Video,"Nikola Jokic came to play in GAME 7 with 21 points, 15 rebounds & 10 assists for the @nuggets! #NBAPlayoffs",April,Sunday,19109
353511,36341790,Photo,The @nuggets win GAME 7 90-86 to advance to the Western Conference Semis! #NBAPlayoffs,April,Sunday,18130
658213,36341790,Video,@jmglitxh27 tosses in the clutch runner in the @nuggets GAME 7 victory! #NBAPlayoffs,April,Sunday,16941
353511,36341790,Photo,Nikola Jokic notches the GAME 7 triple-double with 21p/15r/10a for the @nuggets! #TripleDoubleAlert,April,Sunday,16647
655325,36341790,Video,@jmglitxh27 gets it to fall for the @nuggets in GAME 7!,April,Sunday,13899
604967,36341790,Video,Kawhi protects home for the @raptors in Game 1! #NBAPlayoffs #PhantomCam,April,Sunday,10397
763838,36341790,Video,Look at that angle! #NBAPlayoffs (??: @nbaontnt),April,Sunday,8532
338348,36341790,Photo,The @raptors take 1-0 series lead over the @sixers with 108-95 victory at home! #NBAPlayoffs,April,Sunday,7793
696784,36341790,Video,"Kawhi with the SWAT, @pskills43 with the SLAM! #NBAPlayoffs (??: @nbaontnt)",April,Sunday,4583
780326,36341790,Video,"?? Meet Nikola Jokic! ?? ...
??: GAME 7
?: 10:00pm/et
??: @nbaontnt",April,Sunday,2517
416267,36341790,Photo,??27 in the first-half for Kawhi on TNT??,April,Sunday,1919
696784,36341790,Video,Kawhi spins off the dribble for the @raptors! #NBAPlayoffs (??: @nbaontnt),April,Sunday,1495
696796,36317900,Video,@joelembiid to the rack! #NBAPlayoffs (??: @nbaontnt),April,Sunday,207
703224,36317900,Video,"@kyle_lowry7 off the window, plus the foul on TNT! #NBAPlayoffs",April,Saturday,86348
295863,36317900,Photo,???? The KLAW & the @raptors open the Eastern Conference Semis hosting Philadelphia (7:30pm/et @nbaontnt)! #NBAPlayoffs,April,Saturday,76529
610362,36317900,Video,Heroes are among us. The new @damianlillard adidas x Marvel Black Panther Dame 5 just dropped @footlocker! #BecauseSneakers,April,Saturday,66961
266739,36317900,Photo,The @sixers/@raptors Eastern Conference Semis open up 7:30pm/et tonight @nbaontnt! #NBAPlayoffs,April,Saturday,62155
308818,36317900,Photo,GAME 7.... you got the @spurs or @nuggets?,April,Saturday,56327
418893,36317900,Photo,The current #NBAPlayoffs bracket!,April,Saturday,34060
444040,36317900,Photo,The @warriors advance to the Western Conference Semis with 129-110 victory in LA! #NBAPlayoffs,April,Saturday,17778
403544,36317900,Photo,@money23green records his 5th career #NBAPlayoffs triple-double for the @warriors with 16p/14r/10a! #TripleDoubleAlert,April,Saturday,16523
721569,36317900,Video,@easymoneysnipers up to 50 with this and-one on ESPN! #NBAPlayoffs,April,Saturday,16457
713400,36317900,Video,?? how @easymoneysniper got his 38 first-half points on ESPN! #NBAPlayoffs,April,Saturday,12802
344032,36317900,Photo,?? 38 for @easymoneysniper at the half on ESPN ??#NBAPlayoffs,April,Saturday,11634
656776,36317900,Video,"@easymoneysniper fades, plus the foul on ESPN! #NBAPlayoffs",April,Saturday,10314
599120,36317900,Video,@klaythompson with the denial & @easymoneysniper with the dunk on ESPN! #NBAPlayoffs,April,Saturday,9013
736919,36317900,Video,@stephencurry30 & the @warriors look to advance with a win (10pm/et ESPN)! #NBAPlayoffs,April,Saturday,3225
588934,36296559,Video,"@trezz24 on both ends for the @laclippers! #NBABreakdown
...
??: @warriors/@laclippers G6
?: 10pm/et ??: ESPN",April,Friday,82528
625346,36296559,Video,Heroes are among us. The new @jharden13 adidas x Marvel Iron Man Harden Vol. 3 just dropped @footlocker! #BecauseSneakers,April,Friday,71118
327582,36296559,Photo,Will the @warriors win & advance.. or will the @laclippers win & force a Game 7?,April,Friday,54170
357921,36296559,Photo,"John Havlicek was a wonderful friend who represented the best of the NBA.  He described himself as a man of routine and discipline  a humble approach that produced extraordinary results, including eight NBA championships with the Boston @Celtics, 13 All-Star selections and some of the most iconic moments in league history.  A trusted teammate who prioritized winning, Johns passion and energy endeared him to basketball fans and made him a model for generations of NBA players.  We send our deepest sympathies to Johns wife, Beth, his son, Chris, and his daughter, Jill, as well as the entire @Celtics organization. - @adamsilvernba",April,Friday,15677
